image_id,category,num_dominant_colors,color_entropy,hue_mean,saturation_mean,saturation_std,value_mean,value_std,lightness_contrast,hue_contrast,warm_color_ratio,color_harmony,edge_density,edge_orientation_entropy,glcm_contrast,glcm_energy,glcm_homogeneity,glcm_correlation,gray_mean,gray_std,gradient_energy,gray_entropy,symmetry,rule_of_thirds,center_offset_x,center_offset_y,whitespace_ratio,fg_bg_ratio,diagonal_energy_ratio,text_coverage,text_block_count,font_size_cv,has_text,saliency_mean,saliency_std,num_salient_regions,saliency_entropy,num_saliency_peaks,saliency_coverage
X_opencv_S107_R045,internal_opencv,2,0.4893737197853354,2.2629241943359375,19.996517181396484,57.4679843777389,228.1377944946289,13.24518261367998,23.418335945278628,0.14814814814814814,1.0,0.8333333333333334,0.010112762451171875,2.027333083966802,1.3366416754588877,0.879442189680284,0.9846553162033986,0.9850564388029809,223.2131805419922,26.1210835724403,4.817692718504174,0.5096023082733154,0.8534235562086115,0.9357453903071963,-0.19192851148557377,-0.2191671593043818,0.6635398864746094,0.308197021484375,3.3054849329419107,0.010112762451171875,6,1.0625021991131804,1,0.121401846408844,0.18214385211467743,8,11.623332977294922,79,0.12958145141601562
X_opencv_S107_R046,internal_opencv,2,0.38762427519133746,1.734649658203125,13.164901733398438,43.3315843701193,228.09649276733398,12.966533751391664,21.20943796510259,0.14814814814814814,1.0,0.8888888888888888,0.0092926025390625,2.020532133889045,1.6264447399984117,0.9050921105338072,0.9852558995849221,0.9769249662925535,224.97107696533203,23.302494199265368,5.288929073167899,0.544167160987854,0.8732497290077257,0.885747390280125,-0.11970809064722987,-0.09085956916543647,0.6910400390625,0.3153495788574219,1.6977955660224988,0.0092926025390625,10,0.9799899444760244,1,0.11579478532075882,0.1790357530117035,2,11.549823760986328,60,0.13827896118164062
X_opencv_S107_R047,internal_opencv,1,0.3790049050719274,1.6245689392089844,10.454280853271484,37.86651365459805,226.5778350830078,19.48416706361203,24.61130850702013,0.2222222222222222,0.9829826354980469,0.9444444444444444,0.007877349853515625,2.009095657934792,2.4206554179055173,0.9201976667110914,0.9869069884310959,0.9739385763385082,224.63617324829102,26.828119100779503,6.03325110603177,0.47197484970092773,0.8873545281778173,0.8509540785653136,-0.05735185199406845,0.014661534254168274,0.7203216552734375,0.3009757995605469,0.5958944272019135,0.007877349853515625,8,0.988094250314241,1,0.09786657989025116,0.15334086120128632,6,11.550704956054688,60,0.14565277099609375
X_opencv_S107_R048,internal_opencv,1,0.511836113182491,7.461605072021484,14.338554382324219,46.60369366994073,220.05506134033203,38.256876669899626,44.8257442395434,0.07407407407407407,0.9633293151855469,0.9444444444444444,0.008869171142578125,2.0237317355114324,5.459256126260673,0.9015940591912537,0.9850376311098099,0.9801503440938572,217.57660293579102,46.403672877678204,9.450475239882822,0.6038120985031128,0.8431756181504367,0.8584950577245,-0.0796320493505367,-0.02377744498251333,0.7229461669921875,0.3023948669433594,3.7489111889576323,0.008869171142578125,10,1.020579451260149,1,0.1271032840013504,0.19311167299747467,5,11.564695358276367,77,0.15181350708007812
X_opencv_S107_R049,internal_opencv,1,0.5156111435052355,7.467868804931641,11.285980224609375,39.29942400922854,217.42024993896484,49.79952779435811,53.52657383363697,0.14814814814814814,0.9510955810546875,0.8888888888888888,0.0087738037109375,2.00959349070168,9.32588200025683,0.9123110423926472,0.9850404042233935,0.9735884139934438,216.5171356201172,52.895754626374035,12.641962256197385,0.5115376710891724,0.8120219454562821,0.8515624075526912,-0.03311624869414642,-0.039838098443185865,0.6886100769042969,0.3100128173828125,0.9196991063806653,0.0087738037109375,14,0.9502743095773036,1,0.12544699013233185,0.18405380845069885,5,11.62049388885498,50,0.14756393432617188
X_opencv_S107_R050,internal_opencv,2,0.40317487978681904,1.7614669799804688,13.415279388427734,43.72449008825083,224.97272872924805,22.674966342962904,28.9156303010302,0.14814814814814814,1.0,0.8333333333333334,0.0102386474609375,2.0466623593820366,3.138608390452848,0.9014760663207741,0.9822522479131557,0.9747160701931846,222.36027908325195,31.07530948806931,7.819728941661735,0.43698617815971375,0.9022005786435947,0.9158817086352204,-0.1962227193720406,-0.13889111807077126,0.6067466735839844,0.30187225341796875,1.078060213624795,0.0102386474609375,8,0.848852470790738,1,0.10078831017017365,0.14887583255767822,11,11.741912841796875,66,0.10307693481445312
X_opencv_S107_R051,internal_opencv,2,0.38025627628460246,1.3977165222167969,11.31866455078125,39.44168392848516,222.3063735961914,33.30084653992611,37.939060800270916,0.1111111111111111,1.0,0.8333333333333334,0.009990692138671875,2.032224951837357,5.549557245491553,0.9106898132189781,0.9829483178058958,0.9719484299469471,220.59456253051758,39.21236904023584,10.048519123106013,0.5145407915115356,0.9197988998345493,0.8489529068994631,-0.05515358048929753,-0.009083707611637792,0.6199188232421875,0.3354911804199219,0.9145979685189324,0.009990692138671875,8,0.877284705561571,1,0.11595796048641205,0.14612428843975067,5,11.862836837768555,16,0.12850570678710938
X_opencv_S107_R052,internal_opencv,2,0.5133403957837334,1.8250236511230469,15.295570373535156,47.713085130249915,213.24303817749023,56.77381023719749,60.15798019469307,0.1851851851851852,0.9945106506347656,0.8333333333333334,0.010379791259765625,2.0332149585970276,10.378593427322745,0.8894268873993122,0.9815135060481864,0.9766719068173897,212.4291648864746,59.2250060681791,14.234276811807916,0.6327176094055176,0.8781808736870335,0.900631680184686,-0.16071564602724486,-0.11153243637286692,0.5888633728027344,0.336029052734375,0.948915442517923,0.010379791259765625,8,0.8395986555519235,1,0.13647165894508362,0.17224042117595673,10,11.816606521606445,66,0.144683837890625
X_opencv_S107_R053,internal_opencv,1,0.48067206489900527,4.128925323486328,12.018321990966797,40.51347084656964,230.50332260131836,5.078142693033424,14.819528003552493,0.3703703703703704,0.9510040283203125,0.8888888888888888,0.009990692138671875,2.026737323258482,1.1815623118089897,0.9065295884315487,0.9836945739143337,0.9724689960406581,226.92051696777344,18.012712852130054,4.534989716525606,0.5790339112281799,0.9112006346213861,0.879533238655283,-0.08442362321163899,-0.10064925369261912,0.6122589111328125,0.24364852905273438,1.3008258979335448,0.009990692138671875,8,0.9335447959250098,1,0.08563212305307388,0.1518464833498001,8,11.547059059143066,117,0.09823226928710938
X_opencv_S107_R054,internal_opencv,1,0.6568126621464433,9.644821166992188,20.1815185546875,57.74332573114247,225.2279167175293,20.277489703322672,29.252770964900492,0.6666666666666666,0.9199066162109375,0.6666666666666667,0.01113128662109375,2.035874782437525,2.842913118463281,0.872766297869872,0.9814528186924794,0.9808821341628989,220.0733642578125,34.25534957309776,7.464366664225798,0.7008883953094482,0.8788179560871124,0.9209810112746567,-0.2264023176849992,-0.1370739067423109,0.5789413452148438,0.2785377502441406,0.9704713209379155,0.01113128662109375,8,0.8064193379871736,1,0.11882607638835907,0.18356911838054657,8,11.617744445800781,120,0.12703704833984375
