image_id,canny_edge_density,multiscale_lab_residual_entropy,jpeg_bytes_per_pixel_q90,hasler_susstrunk_colourfulness,global_luminance_cv,horizontal_mirror_similarity
C_card_visual_complexity_L0_S15_I0000,0.018337249755859375,4.505131531921302,0.07440948486328125,38.21825786849979,0.3406479517443028,0.8029263963886336
C_card_visual_complexity_L0_S15_I0001,0.019161224365234375,5.121326383761483,0.07847976684570312,69.04744687085817,0.3168386702764778,0.7165749643363204
C_card_visual_complexity_L0_S15_I0002,0.019863128662109375,4.510149545835502,0.06303787231445312,70.76137178840762,0.2789218390286946,0.8710525512695313
C_card_visual_complexity_L0_S15_I0003,0.019561767578125,4.528636865431874,0.062252044677734375,40.94980695644989,0.31938043337007793,0.8775116565180759
C_card_visual_complexity_L0_S15_I0004,0.0170135498046875,4.757333521047368,0.060283660888671875,71.66993828322846,0.28200185873646516,0.8466245763442095
C_card_visual_complexity_L0_S15_I0005,0.01232147216796875,4.064046368534708,0.06855392456054688,59.353721735419455,0.25846447870523215,0.887147731407016
C_card_visual_complexity_L0_S15_I0006,0.012821197509765625,3.0247125561894324,0.06887054443359375,42.78354090003001,0.25968840488623474,0.8541330674115349
C_card_visual_complexity_L0_S15_I0007,0.014804840087890625,3.8840038385804783,0.0584564208984375,55.52881189353059,0.25282306214522593,0.8353442322974112
C_card_visual_complexity_L0_S15_I0008,0.012096405029296875,3.2433872560069847,0.0636444091796875,57.1442453196174,0.20000202694207644,0.8932611802045036
C_card_visual_complexity_L0_S15_I0009,0.018589019775390625,4.490639241722755,0.06532669067382812,70.00712600652238,0.24593085794615835,0.9302241605870865
C_card_visual_complexity_L0_S15_I0010,0.016307830810546875,3.7876907305871144,0.075439453125,68.06931636513629,0.3437617765546395,0.8553659476485906
C_card_visual_complexity_L0_S15_I0011,0.01871490478515625,4.906311864909975,0.06182861328125,67.30564483197904,0.3215072456223634,0.8478320252661612
C_card_visual_complexity_L0_S15_I0012,0.01796722412109375,3.935972636260072,0.07705307006835938,75.5613745795968,0.17368777186838605,0.9293606028837316
C_card_visual_complexity_L0_S15_I0013,0.01422882080078125,3.6841198781860593,0.06353378295898438,46.463437698723105,0.25609093681599054,0.8822376924402573
C_card_visual_complexity_L0_S15_I0014,0.020107269287109375,4.689378729997559,0.058712005615234375,18.39458778304868,0.37049429213678653,0.809140942143459
C_card_visual_complexity_L0_S15_I0015,0.0175628662109375,4.306249510086892,0.07973480224609375,65.29139196678321,0.32681978337515716,0.8526119456571691
C_card_visual_complexity_L0_S15_I0016,0.020580291748046875,4.794372515190663,0.0693359375,77.64792510318586,0.25614426271643564,0.8074763578527114
C_card_visual_complexity_L0_S15_I0017,0.01747894287109375,4.107916929610919,0.07219696044921875,64.95511644946514,0.31309538589351726,0.7975234985351562
C_card_visual_complexity_L0_S15_I0018,0.014392852783203125,3.9148852609448466,0.05194091796875,42.218156273045935,0.30818753792807274,0.7583569694967831
C_card_visual_complexity_L0_S15_I0019,0.0166778564453125,4.2222570939763004,0.058422088623046875,50.06747861881923,0.3434005706500321,0.8160671458524816
C_card_visual_complexity_L0_S15_I0020,0.017650604248046875,4.3472732184769765,0.06539154052734375,58.369029616698036,0.2762682944489216,0.8496587117513021
C_card_visual_complexity_L0_S15_I0021,0.01691436767578125,4.714653977126751,0.0673370361328125,57.44956323679443,0.29058746324730955,0.8403622197169883
C_card_visual_complexity_L0_S15_I0022,0.01602935791015625,4.056818257616725,0.06599044799804688,52.08163087549034,0.2808162362218907,0.8486856497970282
C_card_visual_complexity_L0_S15_I0023,0.0182952880859375,4.488290529265988,0.08513641357421875,78.47715264511696,0.22641369336481237,0.9034541111366422
C_card_visual_complexity_L0_S15_I0024,0.017284393310546875,4.445892196696044,0.0700836181640625,72.73580635922994,0.2842098656572912,0.8149509803921569
C_card_visual_complexity_L0_S16_I0000,0.018321990966796875,3.76356411779689,0.06070709228515625,56.181888031155914,0.2995353197877601,0.7972767848594515
C_card_visual_complexity_L0_S16_I0001,0.017547607421875,4.6454705581600075,0.07048416137695312,73.03804467940137,0.3044958486846703,0.8469176946901807
C_card_visual_complexity_L0_S16_I0002,0.0166168212890625,4.07445362479241,0.06192779541015625,44.72312026477692,0.3111597608798989,0.8579253252814798
C_card_visual_complexity_L0_S16_I0003,0.01830291748046875,4.51164832967373,0.07334518432617188,69.69697017115556,0.35776855086560777,0.8535347134459252
C_card_visual_complexity_L0_S16_I0004,0.016483306884765625,4.013053132701988,0.06494522094726562,50.107110007393565,0.3079855316212526,0.7930978812423407
C_card_visual_complexity_L0_S16_I0005,0.01631927490234375,3.599433954861685,0.07077789306640625,66.76985363769008,0.29521918341404474,0.8056136785768995
C_card_visual_complexity_L0_S16_I0006,0.017498016357421875,3.5530295458122616,0.06931686401367188,42.13839616656636,0.3134262558547701,0.8637282427619486
C_card_visual_complexity_L0_S16_I0007,0.017223358154296875,4.15178566257505,0.0496063232421875,57.8703284615682,0.27730785425344723,0.8952023674460018
C_card_visual_complexity_L0_S16_I0008,0.017536163330078125,4.142608972861581,0.05977630615234375,38.515585043205945,0.29619738995862754,0.8417300355200674
C_card_visual_complexity_L0_S16_I0009,0.01650238037109375,3.831676163394507,0.06956863403320312,55.798769445176525,0.3404704297692757,0.8078073239793965
C_card_visual_complexity_L0_S16_I0010,0.017368316650390625,4.349793202831945,0.06563186645507812,76.15144488350896,0.2659613631735436,0.8109508140414369
C_card_visual_complexity_L0_S16_I0011,0.01552581787109375,3.8497504195748125,0.07304000854492188,80.71322082995769,0.21987224940339337,0.8346385581820619
C_card_visual_complexity_L0_S16_I0012,0.018890380859375,4.751953284452161,0.0676727294921875,57.76264679909096,0.38687613022781453,0.8144437303730085
C_card_visual_complexity_L0_S16_I0013,0.015720367431640625,4.386228044928767,0.06413650512695312,57.03884177125507,0.32404555133472607,0.8891858269186581
C_card_visual_complexity_L0_S16_I0014,0.01381683349609375,4.095457983050856,0.05219268798828125,68.30629048467335,0.28106886225983496,0.8193510167738971
C_card_visual_complexity_L0_S16_I0015,0.0185546875,3.663100855487039,0.06017303466796875,57.442194337070475,0.27830148623456186,0.8812019497740502
C_card_visual_complexity_L0_S16_I0016,0.0150146484375,4.183097004903066,0.07232666015625,68.83145014408224,0.2511036662889088,0.8918965059168198
C_card_visual_complexity_L0_S16_I0017,0.0169525146484375,4.114341374752843,0.06285476684570312,65.8350462627881,0.287658788902674,0.8964543062097886
C_card_visual_complexity_L0_S16_I0018,0.01438140869140625,4.019288915808133,0.06505584716796875,56.234318607179866,0.2873225062452381,0.8439496807023591
C_card_visual_complexity_L0_S16_I0019,0.01812744140625,4.211110879517819,0.07205581665039062,78.69338563575036,0.2999945012657668,0.8278273937748928
C_card_visual_complexity_L0_S16_I0020,0.013721466064453125,3.9198316953855636,0.07186508178710938,49.41546336190528,0.24480361381150942,0.8665740368412991
C_card_visual_complexity_L0_S16_I0021,0.0186004638671875,4.791893382028392,0.06932449340820312,60.969632943925625,0.2664858779453794,0.8720417097503064
C_card_visual_complexity_L0_S16_I0022,0.017059326171875,4.814925969865128,0.07642745971679688,80.11514905605507,0.28039927053204033,0.8236246146407782
C_card_visual_complexity_L0_S16_I0023,0.013080596923828125,3.8543303532849293,0.056797027587890625,39.57496880822115,0.2945232369381086,0.8326396268956802
C_card_visual_complexity_L0_S16_I0024,0.016941070556640625,4.6410972997602356,0.06496047973632812,60.10896305433827,0.31420934815664825,0.818556183459712
C_card_visual_complexity_L0_S17_I0000,0.0172576904296875,4.026941014802592,0.0633697509765625,60.76642891978606,0.25414851308848535,0.8596170462814032
C_card_visual_complexity_L0_S17_I0001,0.017429351806640625,4.595100536281666,0.0621795654296875,78.06741845671243,0.23317543118156936,0.8797934139476102
C_card_visual_complexity_L0_S17_I0002,0.01666259765625,4.735472292415291,0.06499099731445312,50.53406025713081,0.32047034208840713,0.817434991574755
C_card_visual_complexity_L0_S17_I0003,0.01549530029296875,4.10898304813722,0.059436798095703125,72.52671830665416,0.2857504949666622,0.8027703378714768
C_card_visual_complexity_L0_S17_I0004,0.01566314697265625,4.464855951812301,0.06081390380859375,53.30073208519498,0.3577503837437251,0.8531856462067249
C_card_visual_complexity_L0_S17_I0005,0.016277313232421875,4.000481169780523,0.07335281372070312,47.26380723889935,0.2741431008972515,0.8544910804898131
C_card_visual_complexity_L0_S17_I0006,0.014110565185546875,3.9959531946682185,0.058628082275390625,65.85841034297509,0.29212531956580273,0.8603346581552542
C_card_visual_complexity_L0_S17_I0007,0.018535614013671875,4.347916854480876,0.061405181884765625,61.89401271116398,0.3011673558126934,0.8118955425187653
C_card_visual_complexity_L0_S17_I0008,0.018833160400390625,4.50940314286786,0.06993484497070312,62.494715598062925,0.2965942532070465,0.8062216366038603
C_card_visual_complexity_L0_S17_I0009,0.020786285400390625,4.30659482276562,0.059368133544921875,73.52595177082257,0.2371816340170021,0.875946044921875
C_card_visual_complexity_L0_S17_I0010,0.014339447021484375,4.010032060754934,0.06261825561523438,26.744014116775386,0.2902513420160709,0.8237487493776807
C_card_visual_complexity_L0_S17_I0011,0.019870758056640625,5.022421487127006,0.07122802734375,77.7866401758342,0.3054563785519762,0.8295028387331496
C_card_visual_complexity_L0_S17_I0012,0.015918731689453125,4.026196927384663,0.052433013916015625,37.4257067276943,0.289731423058356,0.8453035242417279
C_card_visual_complexity_L0_S17_I0013,0.01667022705078125,4.391206138762573,0.0601806640625,23.707760488146693,0.34031517693656593,0.7618636486577053
C_card_visual_complexity_L0_S17_I0014,0.01747894287109375,4.549090278499665,0.06813430786132812,59.881118041852325,0.30252673441987615,0.8447235107421875
C_card_visual_complexity_L0_S17_I0015,0.017169952392578125,4.057335788987279,0.08104705810546875,66.98176403756491,0.2877867110706747,0.7845657647824755
C_card_visual_complexity_L0_S17_I0016,0.0126190185546875,3.073412733073012,0.060695648193359375,50.2288274995043,0.29843286113396345,0.8472331626742494
